idPlayerNBA,namePlayer,nameFirst,nameLast,slugPosition,slugTeamsBREF,jersey_number,countGames_22_23_game,minutesPerGame_22_23_game,fgmPerGame_22_23_game,fgaPerGame_22_23_game,fgm_fgaPerGame_22_23_game,pctFG_22_23_game,ftmPerGame_22_23_game,ftaPerGame_22_23_game,ftm_ftaPerGame_22_23_game,pctFT_22_23_game,fg3mPerGame_22_23_game,ptsPerGame_22_23_game,trbPerGame_22_23_game,astPerGame_22_23_game,stlPerGame_22_23_game,blkPerGame_22_23_game,tovPerGame_22_23_game,rankcat_PerGame_22_23_game,countGames_22_23_asb,minutesPerGame_22_23_asb,fgmPerGame_22_23_asb,fgaPerGame_22_23_asb,fgm_fgaPerGame_22_23_asb,pctFG_22_23_asb,ftmPerGame_22_23_asb,ftaPerGame_22_23_asb,ftm_ftaPerGame_22_23_asb,pctFT_22_23_asb,fg3mPerGame_22_23_asb,ptsPerGame_22_23_asb,trbPerGame_22_23_asb,astPerGame_22_23_asb,stlPerGame_22_23_asb,blkPerGame_22_23_asb,tovPerGame_22_23_asb,rankcat_PerGame_22_23_asb,countGames_22_23_per36,minutesPerGame_22_23_per36,fgaPerGame_22_23_per36,fgm_fgaPerGame_22_23_per36,pctFG_22_23_per36,ftmPerGame_22_23_per36,ftaPerGame_22_23_per36,ftm_ftaPerGame_22_23_per36,pctFT_22_23_per36,fg3mPerGame_22_23_per36,ptsPerGame_22_23_per36,trbPerGame_22_23_per36,astPerGame_22_23_per36,stlPerGame_22_23_per36,blkPerGame_22_23_per36,tovPerGame_22_23_per36,rankcat_PerGame_22_23_per36,countGames_21_22_game,minutesPerGame_21_22_game,fgmPerGame_21_22_game,fgaPerGame_21_22_game,fgm_fgaPerGame_21_22_game,pctFG_21_22_game,ftmPerGame_21_22_game,ftaPerGame_21_22_game,ftm_ftaPerGame_21_22_game,pctFT_21_22_game,fg3mPerGame_21_22_game,ptsPerGame_21_22_game,trbPerGame_21_22_game,astPerGame_21_22_game,stlPerGame_21_22_game,blkPerGame_21_22_game,tovPerGame_21_22_game,rankcat_PerGame_21_22_game,countGames_20_21_game,minutesPerGame_20_21_game,fgmPerGame_20_21_game,fgaPerGame_20_21_game,fgm_fgaPerGame_20_21_game,pctFG_20_21_game,ftmPerGame_20_21_game,ftaPerGame_20_21_game,ftm_ftaPerGame_20_21_game,pctFT_20_21_game,fg3mPerGame_20_21_game,ptsPerGame_20_21_game,trbPerGame_20_21_game,astPerGame_20_21_game,stlPerGame_20_21_game,blkPerGame_20_21_game,tovPerGame_20_21_game,rankcat_PerGame_20_21_game,countGames_college,minutesPerGame_college,fgmPerGame_college,fgaPerGame_college,fgm_fgaPerGame_college,pctFG_college,ftmPerGame_college,ftaPerGame_college,ftm_ftaPerGame_college,pctFT_college,fg3mPerGame_college,ptsPerGame_college,trbPerGame_college,astPerGame_college,stlPerGame_college,blkPerGame_college,tovPerGame_college,age_player_season,count_seasons,how_acquired,height_weight,draftRank_22_23,depthChart,adp,Yahoo,ESPN,countGames,minutesPerGame,pctFG,pctFT,fg3mPerGame,ptsPerGame,trbPerGame,astPerGame,stlPerGame,blkPerGame,tovPerGame,fgmPerGame,fgaPerGame,ftmPerGame,ftaPerGame,positiontier,RankChange,MMRank,DynastyRank,Icon1,Icon2,Icon3,rankcat_PerGame,rankcat_pctFG,rankcat_pctFT,rankcat_fg3mPerGame,rankcat_ptsPerGame,rankcat_trbPerGame,rankcat_astPerGame,rankcat_stlPerGame,rankcat_blkPerGame,rankcat_tovPerGame,rankpunt_pctFG,rankpunt_pctFT,rankpunt_fg3mPerGame,rankpunt_ptsPerGame,rankpunt_trbPerGame,rankpunt_astPerGame,rankpunt_stlPerGame,rankpunt_blkPerGame,rankpunt_tovPerGame,DraftRank,seasonPointsRank,h2hPointsRank
203914,Gary Harris,Gary,Harris,SG-SF,ORL,14,48,24.7,2.9,6.4,2.9/6.4,0.45,0.6,0.6,0.6/0.6,0.9,2,8.3,2,1.2,0.9,0.3,0.6,164,25,24.88888889,2.611111111,6.666666667,2.6/6.7,0.390055556,0.222222222,0.222222222,0.2/0.2,1,2.166666667,7.611111111,1.888888889,1.277777778,1,0.388888889,0.388888889,163,48,36,9.3,4.2/9.3,0.45,0.8,0.9,0.8/0.9,0.9,2.9,12.1,3,1.8,1.4,0.4,0.9,186,61,28.4,3.9,9.1,3.9/9.1,0.434,1.4,1.6,1.4/1.6,0.874,1.9,11.1,2,1.8,1,0.1,1,197,39,27.7,3.5,8.8,3.5/8.8,0.4,1.6,2,1.6/2,0.821,1.2,9.9,2,2,0.7,0.3,0.9,305,35,32.3,5.6,13,5.6/13,0.429,3.3,4.1,3.3/4.1,0.81,2.3,16.7,4,2.7,1.8,0.4,1.7,28,10,2014 #19,76 / 210,SG61/SF49,SG1,0,275,278,48,24.7,0.45,0.9,2,8.3,2,1.2,0.9,0.3,0.6,2.88,6.4,0.54,0.6,SG7/SF7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
203915,Spencer Dinwiddie,Spencer,Dinwiddie,PG,BRK,26,79,34.5,5.8,13.3,5.8/13.3,0.438,3.4,4.2,3.4/4.2,0.812,2.3,17.3,3.4,6.5,0.8,0.3,1.8,103,28,35.36363636,5.590909091,13.81818182,5.6/13.8,0.377590909,3.5,4.5,3.5/4.5,0.804909091,1.590909091,16.27272727,4.045454545,9.772727273,1,0.363636364,2.181818182,61,79,36,13.9,6.1/13.9,0.438,3.5,4.4,3.5/4.4,0.812,2.4,18.1,3.6,6.8,0.9,0.3,1.9,216,67,29.6,4.6,11,4.6/11,0.416,2.9,3.8,2.9/3.8,0.774,1.7,13.7,4.2,5.2,0.7,0.2,1.6,182,3,21.3,2,5.3,2/5.3,0.375,2,2,2/2,0.01,0.7,6.7,4.3,3,0.7,0.3,1.7,237,17,31.1,3.6,7.7,3.6/7.7,0.466,6,7,6/7,0.857,1.5,14.7,3.1,3.8,1.5,0.2,1.8,30,10,2014 #38,77 / 215,PG37,SG1,107,101,96,79,34.5,0.43,0.812,2,16,3.7,6.5,0.8,0.3,1.7,5.719,13.3,3.4104,4.2,PG6,0,144,170,6,,,144,525,122,75,90,216,26,145,223,445,97,149,156,158,108,217,129,114,132,PG45,79,97
203920,Khem Birch,Khem,Birch,C,SAS,24,20,8.1,1,1.6,1/1.6,0.594,0.2,0.3,0.2/0.3,0.8,0.1,2.2,1.3,0.4,0.3,0.3,0.4,434,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,20,36,7.1,4.2/7.1,0.594,0.9,1.1,0.9/1.1,0.8,0.2,9.6,5.6,1.6,1.1,1.1,1.8,322,55,18,1.8,3.6,1.8/3.6,0.485,1,1.3,1/1.3,0.746,0,4.5,4.3,1,0.5,0.5,0.5,306,67,22.8,2.8,5.7,2.8/5.7,0.497,1.4,1.9,1.4/1.9,0.705,0.2,7.2,5.8,1.3,0.7,0.7,0.7,189,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,30,7,,80 / 233,C106,C5,,416,334,20,8.1,0.594,0.8,0.1,2.2,1.3,0.4,0.3,0.3,0.4,0.9504,1.6,0.24,0.3,C10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
203924,Jerami Grant,Jerami,Grant,PF,POR,9,63,35.7,6.9,14.5,6.9/14.5,0.475,4.4,5.4,4.4/5.4,0.813,2.3,20.5,4.5,2.4,0.8,0.8,1.8,71,15,35.44444444,5.666666667,13.55555556,5.7/13.6,0.417333333,5.111111111,6,5.1/6,0.8615,2.333333333,18.77777778,5.444444444,2.777777778,0.888888889,1,2.111111111,60,63,36,14.6,7/14.6,0.475,4.5,5.5,4.5/5.5,0.813,2.3,20.7,4.5,2.4,0.8,0.8,1.9,191,47,31.9,6.3,14.9,6.3/14.9,0.426,4.6,5.5,4.6/5.5,0.838,1.9,19.2,4.1,2.4,0.9,1,1.8,82,54,33.9,7.4,17.3,7.4/17.3,0.429,5.4,6.4,5.4/6.4,0.845,2.1,22.3,4.6,2.8,0.6,1.1,2,86,32,31.4,4.2,8.4,4.2/8.4,0.496,3.8,5.6,3.8/5.6,0.674,0,12.1,6.8,1.4,0.8,0.6,1.2,29,10,2014 #39,80 / 210,PF18,PF1,75.3,71,75,63,35.7,0.43,0.82,2.3,21.8,5,3,0.9,1,2.1,6.235,14.5,4.428,5.4,PF5,4,87,122,,,,87,532,83,59,47,120,122,112,40,485,55,106,117,136,83,87,87,113,83,PF23,76,67
203925,Joe Harris,Joe,Harris,SG-SF,DET,12,74,20.6,2.7,5.9,2.7/5.9,0.457,0.2,0.4,0.2/0.4,0.643,1.9,7.6,2.2,1.4,0.5,0.2,0.6,264,31,13.52173913,1.826086957,4.173913043,1.8/4.2,0.366304348,0.130434783,0.173913043,0.1/0.2,0.5,1.652173913,5.434782609,1.304347826,0.782608696,0.347826087,0,0.391304348,408,74,36,10.4,4.7/10.4,0.457,0.4,0.7,0.4/0.7,0.643,3.3,13.2,3.9,2.4,0.8,0.3,1,289,14,30.2,4,8.9,4/8.9,0.452,0.4,0.4,0.4/0.4,0.833,2.9,11.3,4,1,0.5,0.1,1.1,192,69,31,5.2,10.2,5.2/10.2,0.505,0.7,0.9,0.7/0.9,0.778,3.1,14.1,3.6,1.9,0.7,0.2,0.9,95,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,31,10,2014 #33,78 / 220,SG100/SF91,SG3,0,284,257,74,20.6,0.457,0.643,1.9,7.6,2.2,1.4,0.5,0.2,0.6,2.6963,5.9,0.2572,0.4,SG8/SF8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
203926,Doug McDermott,Doug,McDermott,SF-PF,SAS,17,64,20.5,3.7,8.2,3.7/8.2,0.457,0.8,1.1,0.8/1.1,0.757,1.9,10.2,2.2,1.4,0.2,0.1,0.9,337,19,20.69230769,3.923076923,8.923076923,3.9/8.9,0.402461538,1.153846154,1.461538462,1.2/1.5,0.7112,2.153846154,11.15384615,2,1.307692308,0.307692308,0,0.769230769,297,64,36,14.3,6.5/14.3,0.457,1.5,1.9,1.5/1.9,0.757,3.4,17.9,3.8,2.5,0.4,0.2,1.6,347,51,24,4.2,9.1,4.2/9.1,0.462,0.8,1,0.8/1,0.784,2.1,11.3,2.3,1.3,0.3,0.1,0.8,291,66,24.5,5.4,10.1,5.4/10.1,0.532,1.2,1.5,1.2/1.5,0.816,1.7,13.6,3.3,1.3,0.3,0.1,0.8,198,35,33.7,9.4,17.9,9.4/17.9,0.526,5.1,5.9,5.1/5.9,0.864,2.7,26.7,7,1.6,0.2,0.1,1.8,31,10,2014 #11,78 / 225,SF115/PF110,PF2,,301,306,64,20.5,0.457,0.757,1.9,10.2,2.2,1.4,0.2,0.1,0.9,3.7474,8.2,0.8327,1.1,SF9/PF9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
203932,Aaron Gordon,Aaron,Gordon,PF,DEN,50,68,30.2,6.3,11.2,6.3/11.2,0.564,2.8,4.6,2.8/4.6,0.608,0.9,16.3,6.6,3,0.8,0.8,1.4,121,22,30.10526316,5.578947368,11.10526316,5.6/11.1,0.522052632,2.052631579,3.684210526,2.1/3.7,0.6205,0.526315789,13.73684211,5.789473684,3.315789474,0.736842105,0.631578947,1,145,68,36,13.3,7.5/13.3,0.564,3.3,5.5,3.3/5.5,0.608,1.1,19.4,7.8,3.6,0.9,0.9,1.7,244,75,31.7,5.8,11.1,5.8/11.1,0.52,2.3,3.1,2.3/3.1,0.743,1.2,15,5.9,2.5,0.6,0.6,1.8,143,50,27.7,4.6,10,4.6/10,0.463,1.9,3,1.9/3,0.651,1.2,12.4,5.7,3.2,0.7,0.7,1.9,220,38,31.2,5,10.1,5/10.1,0.495,2,4.7,2/4.7,0.422,0.4,12.4,8,2,0.9,1,1.4,27,10,2014 #4,80 / 235,PF33,PF1,117.6,121,122,68,30.2,0.564,0.65,0.9,16.9,6.6,3.3,0.8,0.8,1.1,6.4296,11.4,2.99,4.6,PF6,-1,113,134,22,,,113,30,545,232,85,69,114,145,64,349,165,54,88,124,121,109,96,125,126,PF35,94,84
203933,T.J. Warren,T.J.,Warren,SF,PHO,21,42,16.4,3.1,6.4,3.1/6.4,0.489,0.7,0.8,0.7/0.8,0.8,0.5,7.5,2.9,1,0.5,0.3,0.5,270,18,13,1.928571429,4.642857143,1.9/4.6,0.295272727,0.071428571,0.142857143,0.1/0.1,0.5,0.357142857,4.285714286,3.142857143,0.785714286,0.428571429,0.357142857,0.214285714,404,42,36,14.1,6.9/14.1,0.489,1.5,1.8,1.5/1.8,0.8,1.2,16.5,6.3,2.1,1.2,0.6,1,153,0,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,0,4,29.3,6.8,12.8,6.8/12.8,0.529,2,2.5,2/2.5,0.8,0,15.5,3.5,1.3,0.5,0,1,254,35,35.4,9.8,18.6,9.8/18.6,0.525,4.5,6.5,4.5/6.5,0.69,0.9,24.9,7.1,1.1,1.8,0.6,2.4,29,9,2014 #14,80 / 220,SF95,,,365,292,42,16.4,0.489,0.8,0.5,7.5,2.9,1,0.5,0.3,0.5,3.1296,6.4,0.64,0.8,SF9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
203935,Marcus Smart,Marcus,Smart,PG,MEM,36,61,32.1,4.1,9.9,4.1/9.9,0.415,1.4,1.9,1.4/1.9,0.746,1.9,11.5,3.1,6.3,1.5,0.4,2.3,115,20,31.42105263,4.315789474,10.89473684,4.3/10.9,0.428684211,1.684210526,2.368421053,1.7/2.4,0.709,2.157894737,12.47368421,2.315789474,4.315789474,1.789473684,0.315789474,2.315789474,124,61,36,11.1,4.6/11.1,0.415,1.6,2.2,1.6/2.2,0.746,2.1,12.9,3.5,7,1.7,0.4,2.6,256,71,32.3,4.2,10.1,4.2/10.1,0.418,2,2.5,2/2.5,0.793,1.7,12.1,3.8,5.9,1.7,0.3,2.2,67,48,32.9,4.2,10.6,4.2/10.6,0.398,2.7,3.4,2.7/3.4,0.79,1.9,13.1,3.5,5.7,1.5,0.5,2,89,31,32.7,5.3,12.5,5.3/12.5,0.422,5.9,8.1,5.9/8.1,0.728,1.6,18,5.9,4.8,2.9,0.6,2.6,29,10,2014 #6,76 / 220,PG40,PG1,89.2,78,85,61,32.1,0.43,0.79,2.1,12.5,3.2,6.6,1.6,0.4,2.2,4.257,9.9,1.501,1.9,PG5,-4,95,107,13,17,,95,485,285,67,149,256,25,5,154,493,71,94,109,65,57,146,174,72,82,PG33,84,106
203937,Kyle Anderson,Kyle,Anderson,SF-PF,MIN,5,69,28.4,3.7,7.2,3.7/7.2,0.509,1.4,2,1.4/2,0.735,0.6,9.4,5.3,4.9,1.1,0.9,1.5,94,27,33.47619048,4.80952381,9.285714286,4.8/9.3,0.528857143,0.904761905,1.523809524,0.9/1.5,0.628727273,0.666666667,11.19047619,6.761904762,6.666666667,1,1.095238095,1.761904762,52,69,36,9.1,4.6/9.1,0.509,1.8,2.5,1.8/2.5,0.735,0.8,11.9,6.8,6.2,1.4,1.2,1.9,112,69,21.5,3,6.8,3/6.8,0.446,1,1.5,1/1.5,0.638,0.5,7.6,5.3,2.7,1.1,0.7,1,155,69,27.3,4.5,9.5,4.5/9.5,0.468,2.1,2.7,2.1/2.7,0.783,1.4,12.4,5.7,3.6,1.2,0.8,1.2,63,36,33.2,5,10.5,5/10.5,0.48,3.8,5.2,3.8/5.2,0.737,0.8,14.6,8.8,6.5,1.8,0.8,3.1,29,10,2014 #30,81 / 230,SF28/PF23,PF2,144.9,139,133,69,28.4,0.5,0.735,0.7,10.1,5.1,5.1,1.1,0.9,1.5,3.6,7.2,1.47,2,SF6/PF6,-1,111,131,11,25,,111,135,435,279,195,118,53,60,50,416,115,100,79,72,100,142,131,133,108,SF29/PF34,120,122
203939,Dwight Powell,Dwight,Powell,C,DAL,7,76,19.2,2.6,3.5,2.6/3.5,0.732,1.5,2.2,1.5/2.2,0.667,0,6.7,4.1,0.9,0.6,0.3,0.9,265,29,17.85714286,2.666666667,3.571428571,2.7/3.6,0.73825,0.952380952,1.80952381,1/1.8,0.502181818,0,6.285714286,3.761904762,1.19047619,0.619047619,0.142857143,0.714285714,290,76,36,6.6,4.9/6.6,0.732,2.8,4.1,2.8/4.1,0.667,0,12.5,7.8,1.7,1.2,0.6,1.6,261,82,21.9,3.3,4.9,3.3/4.9,0.671,2,2.6,2/2.6,0.783,0.2,8.7,4.9,1.2,0.5,0.5,0.8,184,58,16.7,2.1,3.3,2.1/3.3,0.619,1.7,2.1,1.7/2.1,0.782,0.1,5.9,4,1.1,0.6,0.5,0.7,227,36,32.4,4.9,10.5,4.9/10.5,0.462,4,5.9,4/5.9,0.687,0.3,14,6.9,3.1,1.3,0.8,2.9,31,10,2014 #45,82 / 240,C65,C1,0,270,335,76,19.2,0.732,0.667,0,6.7,4.1,0.9,0.6,0.3,0.9,2.562,3.5,1.4674,2.2,C8,0,,,24,,,,,,,,,,,,,,,,,,,,,,,,
203944,Julius Randle,Julius,Randle,PF,NYK,30,77,35.5,8.5,18.6,8.5/18.6,0.459,5.2,6.9,5.2/6.9,0.757,2.8,25.1,10,4.1,0.6,0.3,2.8,75,25,34.52941176,9.117647059,19.88235294,9.1/19.9,0.437647059,4.941176471,6.470588235,4.9/6.5,0.739,3.352941176,26.52941176,7.117647059,4,0.529411765,0.176470588,2.705882353,65,77,36,18.8,8.7/18.8,0.459,5.3,7,5.3/7,0.757,2.9,25.5,10.1,4.2,0.6,0.3,2.8,176,72,35.3,7.1,17.3,7.1/17.3,0.411,4.2,5.6,4.2/5.6,0.756,1.7,20.1,9.9,5.1,0.7,0.5,3.4,157,71,37.6,8.5,18.6,8.5/18.6,0.456,4.9,6,4.9/6,0.811,2.3,24.1,10.2,6,0.9,0.3,3.4,39,40,30.8,4.9,9.8,4.9/9.8,0.501,5.1,7.2,5.1/7.2,0.706,0.1,15,10.4,1.4,0.5,0.8,2.5,28,10,2014 #7,80 / 250,PF20,PF1,53.4,,47,77,35.5,0.459,0.79,3.1,26.5,10.3,4.2,0.6,0.3,2.7,8.5374,18.6,5.451,6.9,PF5,1,62,74,13,,,62,481,347,15,18,12,80,224,223,516,40,56,99,116,114,59,36,41,50,PF17,15,21
203952,Andrew Wiggins,Andrew,Wiggins,SF-PF,GSW,22,37,32.2,6.8,14.3,6.8/14.3,0.473,1.2,1.9,1.2/1.9,0.611,2.4,17.1,5,2.3,1.2,0.8,1.3,60,7,0,0,0,0/0,0,0,0,0/0,0,0,0,0,0,0,0,0,489,37,36,16,7.6/16,0.473,1.3,2.2,1.3/2.2,0.611,2.7,19.1,5.6,2.6,1.4,0.8,1.5,127,73,31.9,6.5,14,6.5/14,0.466,2,3.2,2/3.2,0.634,2.2,17.2,4.5,2.2,1,0.7,1.5,136,71,33.3,7.1,14.9,7.1/14.9,0.477,2.4,3.4,2.4/3.4,0.714,2,18.6,4.9,2.4,0.9,1,1.8,93,35,32.8,5.4,12.1,5.4/12.1,0.448,5,6.5,5/6.5,0.775,1.2,17.1,5.9,1.5,1.2,1,2.3,28,10,2014 #1,79 / 197,SF17/PF15,PF1,90.1,91,111,37,32.2,0.473,0.611,2.4,17,5,2.3,1.2,0.8,1.3,6.7639,14.3,1.1609,1.9,SF5/PF5,0,91,106,22,,,91,359,516,48,81,120,171,41,64,392,81,67,120,101,84,70,118,95,99,SF22/PF24,93,100
203954,Joel Embiid,Joel,Embiid,C,PHI,21,66,34.6,11,20.1,11/20.1,0.548,10,11.7,10/11.7,0.857,1,33.1,10.2,4.2,1,1.7,3.4,2,29,34.04761905,11.04761905,19.23809524,11/19.2,0.583809524,10.19047619,11.9047619,10.2/11.9,0.857285714,0.761904762,33.04761905,10.14285714,4.333333333,0.666666667,2.095238095,3.19047619,2,66,36,20.9,11.5/20.9,0.548,10.4,12.2,10.4/12.2,0.857,1,34.4,10.6,4.3,1,1.8,3.6,3,68,33.8,9.8,19.6,9.8/19.6,0.499,9.6,11.8,9.6/11.8,0.814,1.4,30.6,11.7,4.2,1.1,1.5,3.1,2,51,31.1,9,17.6,9/17.6,0.513,9.2,10.7,9.2/10.7,0.859,1.1,28.5,10.6,2.8,1,1.4,3.1,7,28,23.1,3.8,6.1,3.8/6.1,0.626,3.5,5.1,3.5/5.1,0.685,0,11.2,8.1,1.4,0.9,2.6,2.4,29,8,2014 #3,84 / 280,C2,C1,3.4,3,2,66,34.6,0.56,0.857,0.9,33,10.1,4.2,1,1.7,3.4,11.256,20.1,10.0269,11.7,C1,0,2,10,1,30,0,2,9,7,232,2,14,80,80,11,543,8,4,2,3,5,1,1,9,2,C2,10,3
203991,Clint Capela,Clint,Capela,C,ATL,15,65,26.6,5.4,8.2,5.4/8.2,0.653,1.2,2,1.2/2,0.603,0,12,11,0.9,0.7,1.2,0.8,41,30,25.95454545,5.136363636,7.181818182,5.1/7.2,0.726090909,1.363636364,2.318181818,1.4/2.3,0.554625,0,11.63636364,10.40909091,1.045454545,0.681818182,1.272727273,0.863636364,56,65,36,11.2,7.3/11.2,0.653,1.6,2.7,1.6/2.7,0.603,0,16.2,14.9,1.2,0.9,1.6,1.1,29,74,27.6,5,8.2,5/8.2,0.613,1.1,2.3,1.1/2.3,0.473,0,11.1,11.9,1.2,0.7,1.3,0.6,51,63,30.1,6.6,11,6.6/11,0.594,2.1,3.6,2.1/3.6,0.573,0,15.2,14.3,0.8,0.7,2,1.2,21,10,19.47,5.1,7.1,5.1/7.1,0.718309859,1,2.1,1/2.1,0.476190476,0,11.2,6.5,0.3,0.4,1.1,1.5,29,10,2014 #25,82 / 256,C14,C1,77,72,100,65,26.6,0.66,0.603,0,11.9,11.2,1,0.7,1.3,0.9,5.412,8.2,1.0251,1.7,C4,2,60,105,18,24,27,60,6,513,437,167,8,323,183,21,281,108,31,26,30,117,31,34,78,84,C23,102,94
203992,Bogdan Bogdanovic,Bogdan,Bogdanovic,SG-SF-PF,ATL,13,54,27.9,5.1,11.3,5.1/11.3,0.447,1.2,1.4,1.2/1.4,0.831,2.7,14,3.1,2.8,0.8,0.3,1.2,122,28,24.55,4.5,9.15,4.5/9.2,0.49935,1.4,1.5,1.4/1.5,0.955583333,2.65,13.05,2.55,2.35,0.7,0.35,1.25,128,54,36,14.6,6.5/14.6,0.447,1.5,1.8,1.5/1.8,0.831,3.5,18,3.9,3.6,1,0.4,1.6,163,63,29.3,5.4,12.6,5.4/12.6,0.431,1.5,1.8,1.5/1.8,0.843,2.7,15.1,4,3.1,1.1,0.2,1.1,78,44,29.7,6.1,12.8,6.1/12.8,0.473,0.9,1,0.9/1,0.909,3.3,16.4,3.6,3.3,1.1,0.3,1.2,46,23,31.26,5.173913043,12.91304348,5.2/12.9,0.400673401,2.260869565,3,2.3/3,0.753623188,0,12.7,3.7,3.7,1.6,0.2,3.4,30,7,2014 #27,77 / 225,SG46,SG2,139.3,162,185,54,27.9,0.46,0.86,2.8,15,3.1,2.8,0.8,0.4,1.2,5.198,11.3,1.204,1.4,SG6/SFPF6,1,135,184,,,,135,397,95,30,104,267,141,145,154,371,114,147,180,140,91,125,116,111,145,SG48,128,159
203994,Jusuf Nurkic,Jusuf,Nurkic,C,POR,27,52,26.8,5,9.7,5/9.7,0.519,2.4,3.7,2.4/3.7,0.661,0.8,13.3,9.1,2.9,0.8,0.8,2.3,137,8,23.42857143,4.285714286,8.857142857,4.3/8.9,0.424571429,1.571428571,3.285714286,1.6/3.3,0.422333333,0.571428571,10.71428571,6.571428571,2.714285714,0.571428571,0.714285714,1.285714286,238,52,36,13.1,6.8/13.1,0.519,3.3,5,3.3/5,0.661,1.1,18,12.2,3.9,1.1,1.1,3.1,202,56,28.2,5.7,10.7,5.7/10.7,0.535,3.3,4.8,3.3/4.8,0.69,0.3,15,11.1,2.8,1.1,0.6,2.6,90,37,23.8,4.6,9,4.6/9,0.514,1.9,3.1,1.9/3.1,0.619,0.3,11.5,9,3.4,1,1.1,2,104,16,15.23,3.2,5.5,3.2/5.5,0.581818182,2.4,3.4,2.4/3.4,0.705882353,0.1,8.9,3.3,0.6,0.7,1.3,2.3,28,10,2014 #16,84 / 290,C36,C1,108.9,99,138,52,26.8,0.54,0.67,0.8,14.3,10,2.9,0.8,0.8,1.8,5.4,10,2.3785,3.55,C6,-6,109,151,22,,,109,51,533,253,110,16,132,145,64,458,139,73,82,107,191,98,95,123,96,C35,82,83
203999,Nikola Jokic,Nikola,Jokic,C,DEN,15,69,33.7,9.4,14.8,9.4/14.8,0.632,4.9,6,4.9/6,0.822,0.8,24.5,11.8,9.8,1.3,0.7,3.6,1,25,33.94444444,9.222222222,14.61111111,9.2/14.6,0.629555556,4.611111111,5.611111111,4.6/5.6,0.758,0.777777778,23.83333333,12.94444444,9.055555556,1.222222222,0.611111111,3.666666667,6,69,36,15.8,10/15.8,0.632,5.3,6.4,5.3/6.4,0.822,0.9,26.2,12.7,10.5,1.3,0.7,3.8,2,74,33.5,10.3,17.7,10.3/17.7,0.583,5.1,6.3,5.1/6.3,0.81,1.3,27.1,13.8,7.9,1.5,0.9,3.8,1,72,34.6,10.2,18,10.2/18,0.566,4.8,5.5,4.8/5.5,0.868,1.3,26.4,10.8,8.3,1.3,0.7,3.1,1,26,25,4.8,9.3,4.8/9.3,0.516129032,1.2,1.8,1.2/1.8,0.666666667,0.6,12.9,6.4,2,0.8,1,1.5,28,9,2014 #41,83 / 284,C1,C1,1.1,1,1,69,33.7,0.632,0.822,0.8,24.5,11.8,9.8,1.3,0.7,3.6,9.3536,14.8,4.932,6,C1,0,1,1,1,,,1,1,66,253,31,4,4,33,78,551,11,1,1,1,9,6,2,1,1,C1,2,4
204001,Kristaps Porzingis,Kristaps,Porzingis,PF-C,BOS,6,65,32.6,7.8,15.7,7.8/15.7,0.498,5.4,6.4,5.4/6.4,0.851,2.1,23.2,8.4,2.7,0.9,1.5,2.1,15,23,32.86666667,9,16.93333333,9/16.9,0.5334,3.933333333,4.4,3.9/4.4,0.871133333,2.466666667,24.4,7.666666667,3.133333333,0.933333333,1.6,1.866666667,4,65,36,17.3,8.6/17.3,0.498,6,7.1,6/7.1,0.851,2.3,25.6,9.3,3,1,1.7,2.3,15,51,29,6.9,15,6.9/15,0.459,4.9,5.6,4.9/5.6,0.867,1.5,20.2,8.1,2.3,0.7,1.6,1.6,19,43,30.9,7.6,15.9,7.6/15.9,0.476,2.7,3.2,2.7/3.2,0.855,2.3,20.1,8.9,1.6,0.5,1.3,1.2,22,16,20.9375,4.375,7.875,4.4/7.9,0.555555556,1.8125,2.5625,1.8/2.6,0.707317073,1.0625,11.625,4.125,0.75,0.9375,1.1875,1.625,27,8,2015 #4,87 / 240,PF6/C5,C1,43.9,,49,65,32.6,0.47,0.84,2,20,7.7,2.7,0.9,1.5,2.1,6.58,14,5.04,6,PF4/C4,-1,39,51,18,,,39,376,41,75,61,49,143,112,16,485,28,42,41,33,41,23,28,57,40,PF14/C15,51,54
