player_id,player_given_name,player_surname,team_id,season_id,season_num,round_id,Playing,Notes
CD_I1014663,Zoe,Prowse,AD,2022,6,0,-3,injured
CD_I1005251,Deni,Varnhagen,AD,2022,6,0,-2,suspended
CD_I1009894,McKenzie,Dowrick,AD,2022,6,0,-3,injured
CD_I1014663,Zoe,Prowse,AD,2022,6,1,-3,injured
CD_I1005251,Deni,Varnhagen,AD,2022,6,1,-2,suspended
CD_I1013947,Ailish,Considine,AD,2022,6,1,-3,injured
