"player_id","Name","PlayerFirstName","PlayerSurname","Team","Number","Position","Price","PriceChg","TotalPriceChg","PricedAt","Breakeven","LastScore","Played","Last3Avg","Last5Avg","SeasonAvg","Games","SeasonScore","StateAvg","LastSeason","LastSeasonGames","LastSeasonHigh","2022B","LiveScore","Playing","season_num","RoundID","score_column","PlayerIcon","OppTeam","StartPrice","StartPriceChg","MatchStatus","Kick","Handball","Marks","Tackles","Hitouts","FreeFor","FreeAgainst","Goals","Behinds","TimeOnGround"
"CD_I1019456","Keeley Kustermann","Keeley","Kustermann","ADL",7,"Defender",28700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,"NONE",0,"ESS",28700,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1019456","Keeley Kustermann","Keeley","Kustermann","ADL",7,"Defender",28700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,"NONE",0,"GWS",28700,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1019456","Keeley Kustermann","Keeley","Kustermann","ADL",7,"Defender",28700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,"NONE",0,"GCS",28700,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1019456","Keeley Kustermann","Keeley","Kustermann","ADL",7,"Defender",28700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,"NONE",0,"MEL",28700,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1019456","Keeley Kustermann","Keeley","Kustermann","ADL",7,"Defender",28700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,"NONE",0,"WBD",28700,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1019456","Keeley Kustermann","Keeley","Kustermann","ADL",7,"Defender",28700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,"NONE",0,"BRL",28700,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1019456","Keeley Kustermann","Keeley","Kustermann","ADL",7,"Defender",28700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,"NONE",0,"NTH",28700,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1019456","Keeley Kustermann","Keeley","Kustermann","ADL",7,"Defender",28700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,"NONE",0,"WCE",28700,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1014559","Najwa Allen","Najwa","Allen","ADL",8,"Defender",58600,0,0,34.6540508574808,35.7258256262688,0,0,0,0,0,0,0,62.4285714285714,34.6666666666667,9,58,32.5555555555556,0,0,8,0,"LAST",0,"-",58600,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1014559","Najwa Allen","Najwa","Allen","ADL",8,"Defender",59300,700,0,41.0842036098274,38.323182409738,45,1,45,45,45,1,45,62.4285714285714,34.6666666666667,9,58,32.5555555555556,45,0,8,1,"LAST",0,"PTA",58600,700,0,7,6,0,3,0,0,0,0,0,82
"CD_I1014559","Najwa Allen","Najwa","Allen","ADL",8,"Defender",59300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,"NONE",0,"RIC",59300,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1014559","Najwa Allen","Najwa","Allen","ADL",8,"Defender",59300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,"NONE",0,"ESS",59300,0,0,0,0,0,0,0,0,0,0,0,0
"CD_I1014559","Najwa Allen","Najwa","Allen","ADL",8,"Defender",59300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,"NONE",0,"GWS",59300,0,0,0,0,0,0,0,0,0,0,0,0
