"Name","PlayerFirstName","PlayerSurname","Team","Number","Position","Price","PriceChg","TotalPriceChg","PricedAt","Breakeven","LastScore","Played","Last3Avg","Last5Avg","SeasonAvg","Games","SeasonScore","StateAvg","LastSeason","LastSeasonGames","LastSeasonHigh","2022B","LiveScore","Playing","player_id","season_num","RoundID","score_column","PlayerIcon","OppTeam","StartPrice","StartPriceChg","MatchStatus","Kick","Handball","Marks","Tackles","Hitouts","FreeFor","FreeAgainst","Goals","Behinds","TimeOnGround"
"Caitlin Gould","Caitlin","Gould","ADL",1,"Ruck",113600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014599",8,10,"NONE",0,"WCE",113600,0,0,0,0,0,0,0,0,0,0,0,0
"Eloise Jones","Eloise","Jones","ADL",2,"Midfielder",69900,0,0,41.3364872856298,41.3364872856298,0,0,0,0,0,0,0,0,41.3333333333333,9,73,59.5555555555556,0,0,"CD_I1005258",8,0,"LAST",0,"-",69900,0,0,0,0,0,0,0,0,0,0,0,0
"Eloise Jones","Eloise","Jones","ADL",2,"Midfielder",69900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005258",8,1,"NONE",0,"PTA",69900,0,0,0,0,0,0,0,0,0,0,0,0
"Eloise Jones","Eloise","Jones","ADL",2,"Midfielder",69900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005258",8,2,"NONE",0,"RIC",69900,0,0,0,0,0,0,0,0,0,0,0,0
"Eloise Jones","Eloise","Jones","ADL",2,"Midfielder",69900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005258",8,3,"NONE",0,"ESS",69900,0,0,0,0,0,0,0,0,0,0,0,0
"Eloise Jones","Eloise","Jones","ADL",2,"Midfielder",69900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005258",8,4,"NONE",0,"GWS",69900,0,0,0,0,0,0,0,0,0,0,0,0
"Eloise Jones","Eloise","Jones","ADL",2,"Midfielder",69900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005258",8,5,"NONE",0,"GCS",69900,0,0,0,0,0,0,0,0,0,0,0,0
"Eloise Jones","Eloise","Jones","ADL",2,"Midfielder",69900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005258",8,6,"NONE",0,"MEL",69900,0,0,0,0,0,0,0,0,0,0,0,0
"Eloise Jones","Eloise","Jones","ADL",2,"Midfielder",69900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005258",8,7,"NONE",0,"WBD",69900,0,0,0,0,0,0,0,0,0,0,0,0
"Eloise Jones","Eloise","Jones","ADL",2,"Midfielder",69900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005258",8,8,"NONE",0,"BRL",69900,0,0,0,0,0,0,0,0,0,0,0,0
"Eloise Jones","Eloise","Jones","ADL",2,"Midfielder",69900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005258",8,9,"NONE",0,"NTH",69900,0,0,0,0,0,0,0,0,0,0,0,0
"Eloise Jones","Eloise","Jones","ADL",2,"Midfielder",69900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005258",8,10,"NONE",0,"WCE",69900,0,0,0,0,0,0,0,0,0,0,0,0
"Amber Ward","Amber","Ward","ADL",3,"Defender",42600,0,0,25.1921939680662,25.1921939680662,0,0,0,0,0,0,0,16.6666666666667,18.5,4,28,26.8,0,0,"CD_I1011115",8,0,"LAST",0,"-",42600,0,0,0,0,0,0,0,0,0,0,0,0
"Amber Ward","Amber","Ward","ADL",3,"Defender",42600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011115",8,1,"NONE",0,"PTA",42600,0,0,0,0,0,0,0,0,0,0,0,0
"Amber Ward","Amber","Ward","ADL",3,"Defender",42600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011115",8,2,"NONE",0,"RIC",42600,0,0,0,0,0,0,0,0,0,0,0,0
"Amber Ward","Amber","Ward","ADL",3,"Defender",42600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011115",8,3,"NONE",0,"ESS",42600,0,0,0,0,0,0,0,0,0,0,0,0
"Amber Ward","Amber","Ward","ADL",3,"Defender",42600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011115",8,4,"NONE",0,"GWS",42600,0,0,0,0,0,0,0,0,0,0,0,0
"Amber Ward","Amber","Ward","ADL",3,"Defender",42600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011115",8,5,"NONE",0,"GCS",42600,0,0,0,0,0,0,0,0,0,0,0,0
"Amber Ward","Amber","Ward","ADL",3,"Defender",42600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011115",8,6,"NONE",0,"MEL",42600,0,0,0,0,0,0,0,0,0,0,0,0
"Amber Ward","Amber","Ward","ADL",3,"Defender",42600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011115",8,7,"NONE",0,"WBD",42600,0,0,0,0,0,0,0,0,0,0,0,0
"Amber Ward","Amber","Ward","ADL",3,"Defender",42600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011115",8,8,"NONE",0,"BRL",42600,0,0,0,0,0,0,0,0,0,0,0,0
"Amber Ward","Amber","Ward","ADL",3,"Defender",42600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011115",8,9,"NONE",0,"NTH",42600,0,0,0,0,0,0,0,0,0,0,0,0
"Amber Ward","Amber","Ward","ADL",3,"Defender",42600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011115",8,10,"NONE",0,"WCE",42600,0,0,0,0,0,0,0,0,0,0,0,0
"Zoe Prowse","Zoe","Prowse","ADL",4,"Defender",47600,0,0,28.1490242460083,28.1490242460083,0,0,0,0,0,0,0,0,32,3,40,31,0,0,"CD_I1014663",8,0,"LAST",0,"-",47600,0,0,0,0,0,0,0,0,0,0,0,0
"Zoe Prowse","Zoe","Prowse","ADL",4,"Defender",47600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014663",8,1,"NONE",0,"PTA",47600,0,0,0,0,0,0,0,0,0,0,0,0
"Zoe Prowse","Zoe","Prowse","ADL",4,"Defender",47600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014663",8,2,"NONE",0,"RIC",47600,0,0,0,0,0,0,0,0,0,0,0,0
"Zoe Prowse","Zoe","Prowse","ADL",4,"Defender",47600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014663",8,3,"NONE",0,"ESS",47600,0,0,0,0,0,0,0,0,0,0,0,0
"Zoe Prowse","Zoe","Prowse","ADL",4,"Defender",47600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014663",8,4,"NONE",0,"GWS",47600,0,0,0,0,0,0,0,0,0,0,0,0
"Zoe Prowse","Zoe","Prowse","ADL",4,"Defender",47600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014663",8,5,"NONE",0,"GCS",47600,0,0,0,0,0,0,0,0,0,0,0,0
"Zoe Prowse","Zoe","Prowse","ADL",4,"Defender",47600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014663",8,6,"NONE",0,"MEL",47600,0,0,0,0,0,0,0,0,0,0,0,0
"Zoe Prowse","Zoe","Prowse","ADL",4,"Defender",47600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014663",8,7,"NONE",0,"WBD",47600,0,0,0,0,0,0,0,0,0,0,0,0
"Zoe Prowse","Zoe","Prowse","ADL",4,"Defender",47600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014663",8,8,"NONE",0,"BRL",47600,0,0,0,0,0,0,0,0,0,0,0,0
"Zoe Prowse","Zoe","Prowse","ADL",4,"Defender",47600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014663",8,9,"NONE",0,"NTH",47600,0,0,0,0,0,0,0,0,0,0,0,0
"Zoe Prowse","Zoe","Prowse","ADL",4,"Defender",47600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014663",8,10,"NONE",0,"WCE",47600,0,0,0,0,0,0,0,0,0,0,0,0
"Rachelle Martin","Rachelle","Martin","ADL",5,"Forward",54300,0,0,32.1111768184506,32.1111768184506,0,0,0,0,0,0,0,0,32.1,10,59,49,0,0,"CD_I1011091",8,0,"LAST",0,"-",54300,0,0,0,0,0,0,0,0,0,0,0,0
"Rachelle Martin","Rachelle","Martin","ADL",5,"Forward",54300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011091",8,1,"NONE",0,"PTA",54300,0,0,0,0,0,0,0,0,0,0,0,0
"Rachelle Martin","Rachelle","Martin","ADL",5,"Forward",54300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011091",8,2,"NONE",0,"RIC",54300,0,0,0,0,0,0,0,0,0,0,0,0
"Rachelle Martin","Rachelle","Martin","ADL",5,"Forward",54300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011091",8,3,"NONE",0,"ESS",54300,0,0,0,0,0,0,0,0,0,0,0,0
"Rachelle Martin","Rachelle","Martin","ADL",5,"Forward",54300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011091",8,4,"NONE",0,"GWS",54300,0,0,0,0,0,0,0,0,0,0,0,0
"Rachelle Martin","Rachelle","Martin","ADL",5,"Forward",54300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011091",8,5,"NONE",0,"GCS",54300,0,0,0,0,0,0,0,0,0,0,0,0
"Rachelle Martin","Rachelle","Martin","ADL",5,"Forward",54300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011091",8,6,"NONE",0,"MEL",54300,0,0,0,0,0,0,0,0,0,0,0,0
"Rachelle Martin","Rachelle","Martin","ADL",5,"Forward",54300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011091",8,7,"NONE",0,"WBD",54300,0,0,0,0,0,0,0,0,0,0,0,0
"Rachelle Martin","Rachelle","Martin","ADL",5,"Forward",54300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011091",8,8,"NONE",0,"BRL",54300,0,0,0,0,0,0,0,0,0,0,0,0
"Rachelle Martin","Rachelle","Martin","ADL",5,"Forward",54300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011091",8,9,"NONE",0,"NTH",54300,0,0,0,0,0,0,0,0,0,0,0,0
"Rachelle Martin","Rachelle","Martin","ADL",5,"Forward",54300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011091",8,10,"NONE",0,"WCE",54300,0,0,0,0,0,0,0,0,0,0,0,0
"Hannah Button","Hannah","Button","ADL",6,"Forward",51600,0,0,30.5144884683619,30.5144884683619,0,0,0,0,0,0,0,0,30.5,8,53,35.6,0,0,"CD_I1011092",8,0,"LAST",0,"-",51600,0,0,0,0,0,0,0,0,0,0,0,0
"Hannah Button","Hannah","Button","ADL",6,"Forward",51600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011092",8,1,"NONE",0,"PTA",51600,0,0,0,0,0,0,0,0,0,0,0,0
"Hannah Button","Hannah","Button","ADL",6,"Forward",51600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011092",8,2,"NONE",0,"RIC",51600,0,0,0,0,0,0,0,0,0,0,0,0
"Hannah Button","Hannah","Button","ADL",6,"Forward",51600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011092",8,3,"NONE",0,"ESS",51600,0,0,0,0,0,0,0,0,0,0,0,0
"Hannah Button","Hannah","Button","ADL",6,"Forward",51600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011092",8,4,"NONE",0,"GWS",51600,0,0,0,0,0,0,0,0,0,0,0,0
"Hannah Button","Hannah","Button","ADL",6,"Forward",51600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011092",8,5,"NONE",0,"GCS",51600,0,0,0,0,0,0,0,0,0,0,0,0
"Hannah Button","Hannah","Button","ADL",6,"Forward",51600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011092",8,6,"NONE",0,"MEL",51600,0,0,0,0,0,0,0,0,0,0,0,0
"Hannah Button","Hannah","Button","ADL",6,"Forward",51600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011092",8,7,"NONE",0,"WBD",51600,0,0,0,0,0,0,0,0,0,0,0,0
"Hannah Button","Hannah","Button","ADL",6,"Forward",51600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011092",8,8,"NONE",0,"BRL",51600,0,0,0,0,0,0,0,0,0,0,0,0
"Hannah Button","Hannah","Button","ADL",6,"Forward",51600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011092",8,9,"NONE",0,"NTH",51600,0,0,0,0,0,0,0,0,0,0,0,0
"Hannah Button","Hannah","Button","ADL",6,"Forward",51600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1011092",8,10,"NONE",0,"WCE",51600,0,0,0,0,0,0,0,0,0,0,0,0
"Keeley Kustermann","Keeley","Kustermann","ADL",7,"Defender",28700,0,0,16.9722057953873,16.9722057953873,0,0,0,0,0,0,0,69.5,10,1,10,0,0,0,"CD_I1019456",8,0,"LAST",0,"-",28700,0,0,0,0,0,0,0,0,0,0,0,0
"Keeley Kustermann","Keeley","Kustermann","ADL",7,"Defender",28700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1019456",8,1,"NONE",0,"PTA",28700,0,0,0,0,0,0,0,0,0,0,0,0
"Keeley Kustermann","Keeley","Kustermann","ADL",7,"Defender",28700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1019456",8,2,"NONE",0,"RIC",28700,0,0,0,0,0,0,0,0,0,0,0,0
"Keeley Kustermann","Keeley","Kustermann","ADL",7,"Defender",28700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1019456",8,3,"NONE",0,"ESS",28700,0,0,0,0,0,0,0,0,0,0,0,0
"Keeley Kustermann","Keeley","Kustermann","ADL",7,"Defender",28700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1019456",8,4,"NONE",0,"GWS",28700,0,0,0,0,0,0,0,0,0,0,0,0
"Keeley Kustermann","Keeley","Kustermann","ADL",7,"Defender",28700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1019456",8,5,"NONE",0,"GCS",28700,0,0,0,0,0,0,0,0,0,0,0,0
"Keeley Kustermann","Keeley","Kustermann","ADL",7,"Defender",28700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1019456",8,6,"NONE",0,"MEL",28700,0,0,0,0,0,0,0,0,0,0,0,0
"Keeley Kustermann","Keeley","Kustermann","ADL",7,"Defender",28700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1019456",8,7,"NONE",0,"WBD",28700,0,0,0,0,0,0,0,0,0,0,0,0
"Keeley Kustermann","Keeley","Kustermann","ADL",7,"Defender",28700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1019456",8,8,"NONE",0,"BRL",28700,0,0,0,0,0,0,0,0,0,0,0,0
"Keeley Kustermann","Keeley","Kustermann","ADL",7,"Defender",28700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1019456",8,9,"NONE",0,"NTH",28700,0,0,0,0,0,0,0,0,0,0,0,0
"Keeley Kustermann","Keeley","Kustermann","ADL",7,"Defender",28700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1019456",8,10,"NONE",0,"WCE",28700,0,0,0,0,0,0,0,0,0,0,0,0
"Najwa Allen","Najwa","Allen","ADL",8,"Defender",58600,0,0,34.6540508574808,34.6540508574808,0,0,0,0,0,0,0,62.4285714285714,34.6666666666667,9,58,32.5555555555556,0,0,"CD_I1014559",8,0,"LAST",0,"-",58600,0,0,0,0,0,0,0,0,0,0,0,0
"Najwa Allen","Najwa","Allen","ADL",8,"Defender",58600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014559",8,1,"NONE",0,"PTA",58600,0,0,0,0,0,0,0,0,0,0,0,0
"Najwa Allen","Najwa","Allen","ADL",8,"Defender",58600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014559",8,2,"NONE",0,"RIC",58600,0,0,0,0,0,0,0,0,0,0,0,0
"Najwa Allen","Najwa","Allen","ADL",8,"Defender",58600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014559",8,3,"NONE",0,"ESS",58600,0,0,0,0,0,0,0,0,0,0,0,0
"Najwa Allen","Najwa","Allen","ADL",8,"Defender",58600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014559",8,4,"NONE",0,"GWS",58600,0,0,0,0,0,0,0,0,0,0,0,0
"Najwa Allen","Najwa","Allen","ADL",8,"Defender",58600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014559",8,5,"NONE",0,"GCS",58600,0,0,0,0,0,0,0,0,0,0,0,0
"Najwa Allen","Najwa","Allen","ADL",8,"Defender",58600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014559",8,6,"NONE",0,"MEL",58600,0,0,0,0,0,0,0,0,0,0,0,0
"Najwa Allen","Najwa","Allen","ADL",8,"Defender",58600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014559",8,7,"NONE",0,"WBD",58600,0,0,0,0,0,0,0,0,0,0,0,0
"Najwa Allen","Najwa","Allen","ADL",8,"Defender",58600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014559",8,8,"NONE",0,"BRL",58600,0,0,0,0,0,0,0,0,0,0,0,0
"Najwa Allen","Najwa","Allen","ADL",8,"Defender",58600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014559",8,9,"NONE",0,"NTH",58600,0,0,0,0,0,0,0,0,0,0,0,0
"Najwa Allen","Najwa","Allen","ADL",8,"Defender",58600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1014559",8,10,"NONE",0,"WCE",58600,0,0,0,0,0,0,0,0,0,0,0,0
"Deni Varnhagen","Deni","Varnhagen","ADL",9,"Midfielder",57500,0,0,34.0035481963335,34.0035481963335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005251",8,0,"LAST",0,"-",57500,0,0,0,0,0,0,0,0,0,0,0,0
"Deni Varnhagen","Deni","Varnhagen","ADL",9,"Midfielder",57500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005251",8,1,"NONE",0,"PTA",57500,0,0,0,0,0,0,0,0,0,0,0,0
"Deni Varnhagen","Deni","Varnhagen","ADL",9,"Midfielder",57500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005251",8,2,"NONE",0,"RIC",57500,0,0,0,0,0,0,0,0,0,0,0,0
"Deni Varnhagen","Deni","Varnhagen","ADL",9,"Midfielder",57500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005251",8,3,"NONE",0,"ESS",57500,0,0,0,0,0,0,0,0,0,0,0,0
"Deni Varnhagen","Deni","Varnhagen","ADL",9,"Midfielder",57500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005251",8,4,"NONE",0,"GWS",57500,0,0,0,0,0,0,0,0,0,0,0,0
"Deni Varnhagen","Deni","Varnhagen","ADL",9,"Midfielder",57500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005251",8,5,"NONE",0,"GCS",57500,0,0,0,0,0,0,0,0,0,0,0,0
"Deni Varnhagen","Deni","Varnhagen","ADL",9,"Midfielder",57500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005251",8,6,"NONE",0,"MEL",57500,0,0,0,0,0,0,0,0,0,0,0,0
"Deni Varnhagen","Deni","Varnhagen","ADL",9,"Midfielder",57500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005251",8,7,"NONE",0,"WBD",57500,0,0,0,0,0,0,0,0,0,0,0,0
"Deni Varnhagen","Deni","Varnhagen","ADL",9,"Midfielder",57500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005251",8,8,"NONE",0,"BRL",57500,0,0,0,0,0,0,0,0,0,0,0,0
"Deni Varnhagen","Deni","Varnhagen","ADL",9,"Midfielder",57500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005251",8,9,"NONE",0,"NTH",57500,0,0,0,0,0,0,0,0,0,0,0,0
"Deni Varnhagen","Deni","Varnhagen","ADL",9,"Midfielder",57500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005251",8,10,"NONE",0,"WCE",57500,0,0,0,0,0,0,0,0,0,0,0,0
"Ebony Marinoff","Ebony","Marinoff","ADL",10,"Midfielder",190400,0,0,112.596096984033,112.596096984033,0,0,0,0,0,0,0,0,112.6,10,148,104.2,0,0,"CD_I1005279",8,0,"LAST",0,"-",190400,0,0,0,0,0,0,0,0,0,0,0,0
"Ebony Marinoff","Ebony","Marinoff","ADL",10,"Midfielder",190400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005279",8,1,"NONE",0,"PTA",190400,0,0,0,0,0,0,0,0,0,0,0,0
"Ebony Marinoff","Ebony","Marinoff","ADL",10,"Midfielder",190400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005279",8,2,"NONE",0,"RIC",190400,0,0,0,0,0,0,0,0,0,0,0,0
"Ebony Marinoff","Ebony","Marinoff","ADL",10,"Midfielder",190400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005279",8,3,"NONE",0,"ESS",190400,0,0,0,0,0,0,0,0,0,0,0,0
"Ebony Marinoff","Ebony","Marinoff","ADL",10,"Midfielder",190400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005279",8,4,"NONE",0,"GWS",190400,0,0,0,0,0,0,0,0,0,0,0,0
"Ebony Marinoff","Ebony","Marinoff","ADL",10,"Midfielder",190400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005279",8,5,"NONE",0,"GCS",190400,0,0,0,0,0,0,0,0,0,0,0,0
"Ebony Marinoff","Ebony","Marinoff","ADL",10,"Midfielder",190400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005279",8,6,"NONE",0,"MEL",190400,0,0,0,0,0,0,0,0,0,0,0,0
"Ebony Marinoff","Ebony","Marinoff","ADL",10,"Midfielder",190400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005279",8,7,"NONE",0,"WBD",190400,0,0,0,0,0,0,0,0,0,0,0,0
"Ebony Marinoff","Ebony","Marinoff","ADL",10,"Midfielder",190400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005279",8,8,"NONE",0,"BRL",190400,0,0,0,0,0,0,0,0,0,0,0,0
"Ebony Marinoff","Ebony","Marinoff","ADL",10,"Midfielder",190400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CD_I1005279",8,9,"NONE",0,"NTH",190400,0,0,0,0,0,0,0,0,0,0,0,0
